,group,dataset,subset,transform,orientation,channel,dataset_type,obs_var,var_lower,var_upper,total_samples,initial_r,initial_eta,best_r,best_eta,best_scale,kstest_stat_initial,kstest_stat_cutoff_0.05,kstest_stat_best,n_pval_0.05,obs_kurt,kurt_lower,kurt_upper,intersect_roi,hull_area,hull_r_lower,hull_r_upper,hull_beta_lower,hull_beta_upper,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma,github_plot,total_samples,beat_all_priors,best_prior,failure_category,failure_type
22,38,emag,single_hawaii,fourier,,red,geoscience,69.772705,60.47646,80.73282,6776.0,2.1,-1.2,2.1,-1.2,170.48487382544727,0.0230776772870828,0.0164736996902117,0.0230776772870828,3388.0,19.48745,11.611683,28.392937,0.0,0.0,,,,,3.2416829768727005,0.0936058526047293,4.027860877293908e-52,2.790287026735282,0.0676699432888002,2.0115300969574096e-27,2.2066024507215785,0.0696294517831951,5.202740572064858e-29,0.0014439525015732,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/emag/single_hawaii/fourier/red/plots/compare_cdf_pdf_layer_38.jpg,6776.0,1,GenGamma,,
23,41,emag,single_hawaii,fourier,,red,geoscience,97.09404,84.69685,110.857445,9680.0,0.1,-0.2,0.15,-0.7,9.76100899632204e-05,0.0260547641720255,0.0137862999471019,0.023101886936732,3630.0,24.575432,17.568161,32.627636,0.0,0.0,,,,,2.37879736820774,0.0990738861283624,3.663651029118182e-83,2.125874439409251,0.0749110187423486,1.0936054141889824e-47,1.6197258114535074,0.0712959478693809,3.1219233493777698e-43,6.406435524497721e-05,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/emag/single_hawaii/fourier/red/plots/compare_cdf_pdf_layer_41.jpg,9680.0,1,GenGamma,,
24,44,emag,single_hawaii,fourier,,red,geoscience,1.9368098,1.5603001,2.4155622,3872.0,0.2,2.8,0.19,3.0,4.2516236875969774e-08,0.0113438200730128,0.0217819429053323,0.0113196039215827,14701.0,26.372587,10.58912,43.02039,1.0,46.56823822591563,0.1,20.0,0.04,155.0,0.8587654905181302,0.0349758193082864,0.0001499051173433,0.7597536529027457,0.0154180510749228,0.3128986687460677,0.6197889360229686,0.0107631695342873,0.7565550453529527,0.6995124382083193,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/emag/single_hawaii/fourier/red/plots/compare_cdf_pdf_layer_44.jpg,3872.0,0,Student-T,,
25,47,emag,single_hawaii,fourier,,red,geoscience,1.7432816,1.4507148,2.1093082,5808.0,0.2,2.9,0.2,2.9,1.4077198110332817e-07,0.0074177323146314,0.0177914629924118,0.0074177323146314,33078.0,29.025627,12.628968,50.816208,1.0,58.93574812642354,0.1,20.0,0.04,155.0,0.850172720011581,0.0309323094495759,2.9131275609955464e-05,0.7427905061403377,0.0129219708659527,0.2842300560749451,0.6176616869178078,0.0082804380928618,0.8174805320051449,0.9042049963866496,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/emag/single_hawaii/fourier/red/plots/compare_cdf_pdf_layer_47.jpg,5808.0,1,GenGamma,,
26,50,emag,single_hawaii,fourier,,red,geoscience,1.3662819,1.1308482,1.6708695,5808.0,0.1,10.0,0.1,10.0,1.4887268019449137e-21,0.0123265337080916,0.0177914629924118,0.0123265337080916,12402.0,32.299706,11.631307,56.695156,1.0,23.18117075557841,0.09,20.0,0.05,155.0,0.7815455628235198,0.0275010220489644,0.0003000430108352,0.7047700792934898,0.0212695211429827,0.0102923622306162,0.5856049930067998,0.0159190606444846,0.1042100658851901,0.337921751858742,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/emag/single_hawaii/fourier/red/plots/compare_cdf_pdf_layer_50.jpg,5808.0,1,GenGamma,,
27,53,emag,single_hawaii,fourier,,red,geoscience,0.7821364,0.66272783,0.92478436,3872.0,0.2,9.0,0.2,9.0,1.089031308535608e-09,0.0097777520849761,0.0217819429053323,0.0097777520849761,19602.0,14.4364605,5.9437513,21.820505,1.0,190.66171061875255,0.1,20.0,0.05,155.0,0.6756414944783223,0.0192929647792035,0.1105356282994058,0.6064780642800276,0.0212979618906312,0.0587811593157502,0.4930201261872743,0.0186338117341871,0.1341905255392859,0.8492852239313562,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/emag/single_hawaii/fourier/red/plots/compare_cdf_pdf_layer_53.jpg,3872.0,1,GenGamma,,
28,56,emag,single_hawaii,fourier,,red,geoscience,0.55372274,0.47528943,0.64314735,2904.0,9.4,0.4,9.4,0.4,0.5793579946732872,0.0125069466857308,0.0251437458731071,0.0125069466857308,12402.0,8.02688,4.711393,11.836911,1.0,149.70499372422577,0.1,20.0,0.065,155.0,0.5917616210541452,0.0182294097229543,0.2859284861483536,0.5419597821626514,0.0258619085383875,0.0403970573555326,0.4505357929354278,0.0229719091160631,0.0918753553616776,0.749027608310777,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/emag/single_hawaii/fourier/red/plots/compare_cdf_pdf_layer_56.jpg,2904.0,1,GenGamma,,
29,59,emag,single_hawaii,fourier,,red,geoscience,0.42981556,0.3813053,0.48441482,3872.0,1.4,0.6,1.71,0.3,0.3456393053370692,0.0104776759523984,0.0217819429053323,0.0104536889345098,16537.0,6.4300575,3.9294448,8.747514,1.0,199.40098691227212,0.1,20.0,0.05,155.0,0.5364698860351526,0.0174172965937057,0.1885175492657483,0.4821119328499019,0.0205025800364271,0.0760830341189218,0.3919964787226163,0.0194012923781462,0.1069987991548037,0.7871346995033569,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/emag/single_hawaii/fourier/red/plots/compare_cdf_pdf_layer_59.jpg,3872.0,1,GenGamma,,
30,62,emag,single_hawaii,fourier,,red,geoscience,0.37438095,0.32671028,0.42737356,3872.0,0.2,6.8,0.2,6.8,1.701631282323135e-09,0.0126200752963986,0.0217819429053323,0.0126200752963986,11025.0,8.66083,5.3595943,12.158939,1.0,203.68464336198173,0.1,20.0,0.045,155.0,0.4757014914000736,0.021550492304976,0.0540468932839672,0.4241684689103344,0.0184726233401127,0.1405615207113887,0.3461809130452107,0.0164854388829803,0.2407042896627457,0.5638653693117757,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/emag/single_hawaii/fourier/red/plots/compare_cdf_pdf_layer_62.jpg,3872.0,1,GenGamma,,
790,2,NEON,NEON_BONA1198,single,fourier,red,geoscience,0.04678979,0.04508979,0.048526194,17756.0,20.0,20.0,20.0,20.0,0.0477922021881717,0.0050952142856305,0.0101825483550194,0.0050952142856305,71988.0,0.020606756,-0.11209585,0.16381383,0.0,47.21735843772941,0.6,20.0,0.175,35.833333333333336,0.21722,0.00391786,0.947056,0.188685,0.0302844,1.39551e-14,0.154422,0.0332023,1.9303e-17,0.74390735,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/NEON/NEON_BONA1198/single/fourier/red/plots/compare_cdf_pdf_layer_2.jpg,17756.0,0,Gaussian,,
791,5,NEON,NEON_BONA1198,single,fourier,red,geoscience,0.043077126,0.041537084,0.04464313,40916.0,20.0,20.0,20.0,20.0,0.043999997847488,0.0042624451804114,0.0067099649144256,0.0042624451804114,103567.0,-0.029839516,-0.14814983,0.097414285,0.0,49.08082197527074,0.5,20.0,0.175,43.0,0.20894,0.00275116,0.915279,0.181739,0.0296549,1.0786400000000002e-31,0.148965,0.0332677,8.898060000000001e-40,0.44576121,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/NEON/NEON_BONA1198/single/fourier/red/plots/compare_cdf_pdf_layer_5.jpg,40916.0,0,Gaussian,,
792,8,NEON,NEON_BONA1198,single,fourier,red,geoscience,0.04236398,0.04083416,0.043918002,95728.0,20.0,20.0,20.0,20.0,0.0432715723677829,0.0037135676166445,0.0043877223364763,0.0037135676166445,136299.0,0.012266159,-0.11174484,0.148877,0.0,50.99878518834089,0.5,20.0,0.175,43.0,0.205861,0.00342655,0.210506,0.181242,0.0293833,3.0937199999999997e-72,0.147234,0.0319601,2.192979999999999e-85,0.14227677,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/NEON/NEON_BONA1198/single/fourier/red/plots/compare_cdf_pdf_layer_8.jpg,95728.0,0,Gaussian,,
793,2,NEON,NEON_BONA1649,single,fourier,red,geoscience,0.042634167,0.03849313,0.046925314,1544.0,9.0,1.4,9.0,1.4,0.0578793406176404,0.0146309028414917,0.034452833815697,0.0146309028414917,8793.0,0.2585659,-0.094795756,0.6505477,1.0,157.08334098517665,0.2,20.0,0.06,107.5,0.199041,0.0153272,0.855645,0.18051,0.0303965,0.112971,0.149173,0.0326612,0.0725758,0.89072009,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/NEON/NEON_BONA1649/single/fourier/red/plots/compare_cdf_pdf_layer_2.jpg,1544.0,1,GenGamma,,
794,5,NEON,NEON_BONA1649,single,fourier,red,geoscience,0.04408071,0.042167287,0.04599743,6948.0,20.0,20.0,20.0,20.0,0.0450250803247707,0.0096451393555622,0.0162688236461591,0.0096451393555622,19783.0,-0.012097597,-0.15629561,0.14105737,0.0,52.02871796367606,0.5,20.0,0.175,43.0,0.210693,0.0086001,0.679676,0.185905,0.033016,5.14804e-07,0.153045,0.0357733,3.67798e-08,0.53447981,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/NEON/NEON_BONA1649/single/fourier/red/plots/compare_cdf_pdf_layer_5.jpg,6948.0,0,Gaussian,,
795,8,NEON,NEON_BONA1649,single,fourier,red,geoscience,0.043879498,0.04186609,0.04590696,6176.0,7.4,1.2,7.4,1.2,0.0603701316083225,0.0128526118025358,0.0172541231911106,0.0128526118025358,11724.0,-0.06482196,-0.18496819,0.061279472,0.0,80.20274984950866,0.3,20.0,0.125,71.66666666666667,0.203718,0.013978,0.177236,0.184196,0.0312927,1.09146e-05,0.150088,0.0337872,1.46568e-06,0.25717827,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/NEON/NEON_BONA1649/single/fourier/red/plots/compare_cdf_pdf_layer_8.jpg,6176.0,1,GenGamma,,
796,11,NEON,NEON_BONA1649,single,fourier,red,geoscience,0.04252561,0.040287446,0.04479884,4632.0,5.0,18.0,5.0,18.0,0.0330793651264767,0.0078526690535986,0.0199184321733806,0.0078526690535986,29676.0,-0.031808615,-0.19345067,0.15081906,0.0,82.7704847865459,0.3,20.0,0.125,71.66666666666667,0.205605,0.00780459,0.938329,0.181233,0.0308315,0.000293088,0.147055,0.032503,0.000109755,0.93539046,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/NEON/NEON_BONA1649/single/fourier/red/plots/compare_cdf_pdf_layer_11.jpg,4632.0,0,Gaussian,,
797,14,NEON,NEON_BONA1649,single,fourier,red,geoscience,0.042739898,0.041162577,0.044312317,10036.0,19.0,15.0,19.0,15.0,0.0444969452211717,0.0051925959131219,0.013539883237372,0.0051925959131219,72337.0,0.069702625,-0.06969812,0.22657305,0.0,70.12240287708426,0.4,20.0,0.125,53.75,0.206329,0.00518708,0.948673,0.182219,0.0311052,7.18209e-09,0.147656,0.0337781,2.203e-10,0.94823187,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/NEON/NEON_BONA1649/single/fourier/red/plots/compare_cdf_pdf_layer_14.jpg,10036.0,0,Gaussian,,
798,17,NEON,NEON_BONA1649,single,fourier,red,geoscience,0.043005385,0.041444935,0.044570133,10036.0,20.0,20.0,20.0,20.0,0.0439267192350777,0.0057548367019309,0.013539883237372,0.0057548367019309,57156.0,-0.010769844,-0.12482242,0.10763927,0.0,55.77014983764036,0.4,20.0,0.175,53.75,0.207986,0.00501654,0.961191,0.182527,0.0307166,1.16377e-08,0.149293,0.034491,8.28593e-11,0.89180007,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/NEON/NEON_BONA1649/single/fourier/red/plots/compare_cdf_pdf_layer_17.jpg,10036.0,0,Gaussian,,
799,20,NEON,NEON_BONA1649,single,fourier,red,geoscience,0.041771967,0.040289104,0.04330341,12352.0,20.0,20.0,20.0,20.0,0.0426668773190543,0.0137499779725578,0.0122061816096127,0.0137499779725578,9264.0,-0.044644833,-0.15162332,0.065918714,0.0,0.0,,,,,0.207114,0.010928,0.103884,0.185415,0.0342838,4.76007e-13,0.151974,0.035972,2.53482e-14,0.018560545,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/NEON/NEON_BONA1649/single/fourier/red/plots/compare_cdf_pdf_layer_20.jpg,12352.0,0,Gaussian,,
800,23,NEON,NEON_BONA1649,single,fourier,red,geoscience,0.04119349,0.039726634,0.042691864,17756.0,20.0,20.0,20.0,20.0,0.0420760061979863,0.0059731888257371,0.0101825483550194,0.0059731888257371,50562.0,-0.060322285,-0.17217101,0.057891216,0.0,37.82031411431213,0.8,20.0,0.22499999999999998,26.875,0.204368,0.00413782,0.920166,0.176055,0.0301306,1.94151e-14,0.14566,0.032912,3.81818e-17,0.54873016,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/NEON/NEON_BONA1649/single/fourier/red/plots/compare_cdf_pdf_layer_23.jpg,17756.0,0,Gaussian,,
801,26,NEON,NEON_BONA1649,single,fourier,red,geoscience,0.04167278,0.04017216,0.04321712,25476.0,20.0,20.0,20.0,20.0,0.0425655665362407,0.0092310817413255,0.0085021777542203,0.0092310817413255,21495.0,0.024414778,-0.09599313,0.1553297,0.0,11.913116811076764,3.3,20.0,0.425,6.515151515151516,0.204374,0.00889278,0.0353596,0.180877,0.0313738,3.20824e-22,0.148347,0.034062,4.085270000000001e-26,0.025866161,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/NEON/NEON_BONA1649/single/fourier/red/plots/compare_cdf_pdf_layer_26.jpg,25476.0,0,Gaussian,,
802,29,NEON,NEON_BONA1649,single,fourier,red,geoscience,0.042843882,0.04130837,0.04441479,22388.0,20.0,20.0,20.0,20.0,0.0437617567424084,0.0041210836042657,0.009069130392163,0.0041210836042657,113338.0,-0.01756668,-0.13875684,0.11761901,0.0,50.814404359535544,0.6,20.0,0.175,35.833333333333336,0.206933,0.00394097,0.876249,0.182332,0.0296093,1.74105e-17,0.148058,0.0325853,4.356700000000001e-21,0.83997009,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/NEON/NEON_BONA1649/single/fourier/red/plots/compare_cdf_pdf_layer_29.jpg,22388.0,0,Gaussian,,
803,32,NEON,NEON_BONA1649,single,fourier,red,geoscience,0.042153094,0.040623397,0.04371503,13124.0,17.0,9.0,17.0,9.0,0.0457201579571357,0.0036797570371128,0.0118421312431925,0.0036797570371128,141892.0,0.018659592,-0.10465528,0.15361518,0.0,73.57822276509025,0.4,20.0,0.125,53.75,0.20472,0.00370791,0.993391,0.179867,0.0288964,5.92334e-10,0.145561,0.0322571,2.6784e-12,0.99399835,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/NEON/NEON_BONA1649/single/fourier/red/plots/compare_cdf_pdf_layer_32.jpg,13124.0,1,GenGamma,,
804,35,NEON,NEON_BONA1649,single,fourier,red,geoscience,0.042077452,0.040226165,0.043966524,6948.0,8.9,3.1,8.9,3.1,0.0506395680126089,0.0114458884449345,0.0162688236461591,0.0114458884449345,14836.0,0.047956944,-0.090923406,0.20017983,0.0,69.639721163584,0.4,20.0,0.125,53.75,0.20123,0.0114739,0.317284,0.183398,0.0326513,7.18361e-07,0.149732,0.0344302,1.36562e-07,0.32009813,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/NEON/NEON_BONA1649/single/fourier/red/plots/compare_cdf_pdf_layer_35.jpg,6948.0,1,GenGamma,,
805,2,NEON,NEON_BONA702,single,fourier,red,geoscience,0.042188358,0.040606793,0.04377933,9264.0,20.0,20.0,20.0,20.0,0.0430921885467806,0.0069639136079372,0.0140920414101131,0.0069639136079372,39568.0,-0.02253437,-0.13497525,0.09583309,0.0,73.62892378556168,0.4,20.0,0.125,53.75,0.205833,0.00624804,0.860162,0.179582,0.0292234,2.62764e-07,0.146137,0.0315403,1.93031e-08,0.75720283,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/NEON/NEON_BONA702/single/fourier/red/plots/compare_cdf_pdf_layer_2.jpg,9264.0,0,Gaussian,,
806,5,NEON,NEON_BONA702,single,fourier,red,geoscience,0.041461483,0.039966907,0.042982895,11580.0,9.8,3.5,9.8,3.5,0.0492894094944577,0.0099888540884747,0.0126060272719111,0.0099888540884747,19540.0,-0.0029785633,-0.12398583,0.12925144,0.0,48.868630231026295,0.6,20.0,0.175,35.833333333333336,0.200966,0.0101567,0.182038,0.179679,0.032593,4.0211e-11,0.145253,0.0343361,2.69054e-12,0.19684959,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/NEON/NEON_BONA702/single/fourier/red/plots/compare_cdf_pdf_layer_5.jpg,11580.0,1,GenGamma,,
807,8,NEON,NEON_BONA702,single,fourier,red,geoscience,0.041346855,0.03983482,0.042877223,17756.0,6.5,9.0,6.5,9.0,0.0400827620808051,0.0080577568703439,0.0101825483550194,0.0080577568703439,29962.0,0.054592133,-0.06463039,0.18274628,0.0,37.16814864814202,0.8,20.0,0.22499999999999998,26.875,0.201882,0.0080514,0.198836,0.181894,0.0313372,1.39146e-15,0.147478,0.0331255,2.31338e-17,0.19811501,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/NEON/NEON_BONA702/single/fourier/red/plots/compare_cdf_pdf_layer_8.jpg,17756.0,0,Gaussian,,
808,11,NEON,NEON_BONA702,single,fourier,red,geoscience,0.041713014,0.040225115,0.043228082,23932.0,20.0,20.0,20.0,20.0,0.0426066616143397,0.0120776632846284,0.0087719388859161,0.0120776632846284,12775.0,-0.03347969,-0.14416793,0.08599269,0.0,0.0,,,,,0.205297,0.0119225,0.00220147,0.184208,0.0336702,5.24349e-24,0.149122,0.0341131,1.24487e-24,0.0018418482,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/NEON/NEON_BONA702/single/fourier/red/plots/compare_cdf_pdf_layer_11.jpg,23932.0,0,Gaussian,,
809,14,NEON,NEON_BONA702,single,fourier,red,geoscience,0.041483007,0.039977796,0.043031164,34740.0,14.0,17.0,14.0,17.0,0.04179974589582,0.0044624711289696,0.0072816413939836,0.0044624711289696,93898.0,0.027959347,-0.09668637,0.16602194,0.0,50.75733275428321,0.6,20.0,0.175,35.833333333333336,0.203363,0.00450029,0.481119,0.178163,0.0282708,1.48551e-24,0.14507,0.0317361,7.83052e-31,0.4920652,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/NEON/NEON_BONA702/single/fourier/red/plots/compare_cdf_pdf_layer_14.jpg,34740.0,1,GenGamma,,
810,17,NEON,NEON_BONA702,single,fourier,red,geoscience,0.042025004,0.040503103,0.043569885,20072.0,20.0,20.0,20.0,20.0,0.0429253349194988,0.0048125413637443,0.0095776237490178,0.0048125413637443,76210.0,-0.02319336,-0.13794047,0.09931614,0.0,48.93956635922312,0.6,20.0,0.175,35.833333333333336,0.205287,0.00424129,0.861545,0.180031,0.0293899,1.70066e-15,0.146511,0.0328391,3.06152e-19,0.7393303,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/NEON/NEON_BONA702/single/fourier/red/plots/compare_cdf_pdf_layer_17.jpg,20072.0,0,Gaussian,,
811,20,NEON,NEON_BONA702,single,fourier,red,geoscience,0.041417774,0.03994527,0.042912193,10808.0,20.0,18.0,20.0,18.0,0.0426310736842289,0.0067467151067294,0.0130479480706013,0.0067467151067294,41035.0,-0.02212882,-0.17141122,0.1892801,0.0,52.001196209913736,0.5,20.0,0.175,43.0,0.203633,0.0064779,0.752271,0.180077,0.0321821,3.68924e-10,0.14707,0.034682,9.91457e-12,0.70624484,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/NEON/NEON_BONA702/single/fourier/red/plots/compare_cdf_pdf_layer_20.jpg,10808.0,0,Gaussian,,
