,total_samples,dataset,subset,transform,orientation,channel,group,kstest_stat_best,kstest_stat_cutoff_0.05,beat_all_priors,pass,failure_category,failure_type,which_ones,github_plot
10,65536000.0,coco,indoor,gabor,,gray,10,0.0046891330303753,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_10.jpg
11,65536000.0,coco,indoor,gabor,,gray,11,0.0039614124254654,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_11.jpg
12,65536000.0,coco,indoor,gabor,,gray,12,0.0060385364753302,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_12.jpg
13,65536000.0,coco,indoor,gabor,,gray,13,0.0087008673786139,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_13.jpg
14,65536000.0,coco,indoor,gabor,,gray,14,0.0044853838045676,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_14.jpg
15,65536000.0,coco,indoor,gabor,,gray,15,0.0062713395358636,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_15.jpg
16,65536000.0,coco,indoor,gabor,,gray,16,0.0076438876418352,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_16.jpg
17,65536000.0,coco,indoor,gabor,,gray,17,0.0076474811876903,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_17.jpg
18,65536000.0,coco,indoor,gabor,,gray,18,0.0058271987245258,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_18.jpg
19,65536000.0,coco,indoor,gabor,,gray,19,0.0047940944256364,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_19.jpg
20,65536000.0,coco,indoor,gabor,,gray,20,0.0080196539673151,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_20.jpg
21,65536000.0,coco,indoor,gabor,,gray,21,0.0033444728026341,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_21.jpg
22,65536000.0,coco,indoor,gabor,,gray,22,0.0057637673082258,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_22.jpg
23,65536000.0,coco,indoor,gabor,,gray,23,0.0084500224398311,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_23.jpg
24,65536000.0,coco,indoor,gabor,,gray,24,0.0075033697015304,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_24.jpg
25,65536000.0,coco,indoor,gabor,,gray,25,0.0060117122952396,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_25.jpg
26,65536000.0,coco,indoor,gabor,,gray,26,0.0040922108526184,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_26.jpg
27,65536000.0,coco,indoor,gabor,,gray,27,0.0067339894753222,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_27.jpg
28,65536000.0,coco,indoor,gabor,,gray,28,0.0034467202809945,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_28.jpg
29,65536000.0,coco,indoor,gabor,,gray,29,0.00645384654068,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_29.jpg
30,65536000.0,coco,indoor,gabor,,gray,30,0.0084231390123616,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_30.jpg
31,65536000.0,coco,indoor,gabor,,gray,31,0.008836118998171,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_31.jpg
32,65536000.0,coco,indoor,gabor,,gray,32,0.0066205631630794,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_32.jpg
33,65536000.0,coco,indoor,gabor,,gray,33,0.006531020355593,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_33.jpg
34,65536000.0,coco,indoor,gabor,,gray,34,0.0115548061857188,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_34.jpg
35,65536000.0,coco,indoor,gabor,,gray,35,0.0023680497774462,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_35.jpg
36,65536000.0,coco,indoor,gabor,,gray,36,0.0043997722472741,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_36.jpg
37,65536000.0,coco,indoor,gabor,,gray,37,0.0063225919579256,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_37.jpg
38,65536000.0,coco,indoor,gabor,,gray,38,0.006734129198245,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_38.jpg
39,65536000.0,coco,indoor,gabor,,gray,39,0.0040251522960538,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_39.jpg
40,65536000.0,coco,indoor,gabor,,gray,40,0.0033151181611901,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_40.jpg
41,65536000.0,coco,indoor,gabor,,gray,41,0.0081210046071936,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_41.jpg
42,65536000.0,coco,indoor,gabor,,green,0,0.0063536378637489,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_0.jpg
43,65536000.0,coco,indoor,gabor,,green,1,0.005706512750005,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_1.jpg
44,65536000.0,coco,indoor,gabor,,green,2,0.0074673839400794,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_2.jpg
45,65536000.0,coco,indoor,gabor,,green,3,0.0070105947480506,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_3.jpg
46,65536000.0,coco,indoor,gabor,,green,4,0.0062686075722864,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_4.jpg
47,65536000.0,coco,indoor,gabor,,green,5,0.0081731645493059,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_5.jpg
48,65536000.0,coco,indoor,gabor,,green,6,0.0104125242624259,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_6.jpg
49,65536000.0,coco,indoor,gabor,,green,7,0.0039164612053869,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_7.jpg
50,65536000.0,coco,indoor,gabor,,green,8,0.0037197688355641,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_8.jpg
51,65536000.0,coco,indoor,gabor,,green,9,0.0045939881557115,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_9.jpg
52,65536000.0,coco,indoor,gabor,,green,10,0.0045051585241834,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_10.jpg
53,65536000.0,coco,indoor,gabor,,green,11,0.0037614624252953,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_11.jpg
54,65536000.0,coco,indoor,gabor,,green,12,0.0054536588440082,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_12.jpg
55,65536000.0,coco,indoor,gabor,,green,13,0.009512188111218,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_13.jpg
56,65536000.0,coco,indoor,gabor,,green,14,0.0044384160943781,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_14.jpg
57,65536000.0,coco,indoor,gabor,,green,15,0.006718613768634,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_15.jpg
58,65536000.0,coco,indoor,gabor,,green,16,0.0079798532591545,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_16.jpg
59,65536000.0,coco,indoor,gabor,,green,17,0.0073402495541516,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_17.jpg
60,65536000.0,coco,indoor,gabor,,green,18,0.0065859734581786,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_18.jpg
61,65536000.0,coco,indoor,gabor,,green,19,0.0052054817013666,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_19.jpg
62,65536000.0,coco,indoor,gabor,,green,20,0.0081629202666918,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_20.jpg
63,65536000.0,coco,indoor,gabor,,green,21,0.0039834988877347,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_21.jpg
64,65536000.0,coco,indoor,gabor,,green,22,0.0056899776215251,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_22.jpg
65,65536000.0,coco,indoor,gabor,,green,23,0.0070404234381952,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_23.jpg
66,65536000.0,coco,indoor,gabor,,green,24,0.0072961322988562,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_24.jpg
67,65536000.0,coco,indoor,gabor,,green,25,0.0060147093152418,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_25.jpg
68,65536000.0,coco,indoor,gabor,,green,26,0.0042563403206886,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_26.jpg
69,65536000.0,coco,indoor,gabor,,green,27,0.0065997534489789,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_27.jpg
70,65536000.0,coco,indoor,gabor,,green,28,0.0039351055052448,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_28.jpg
71,65536000.0,coco,indoor,gabor,,green,29,0.0060248418996438,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_29.jpg
72,65536000.0,coco,indoor,gabor,,green,30,0.0087825347648483,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_30.jpg
73,65536000.0,coco,indoor,gabor,,green,31,0.0089499104647863,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_31.jpg
74,65536000.0,coco,indoor,gabor,,green,32,0.0064728084245352,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_32.jpg
75,65536000.0,coco,indoor,gabor,,green,33,0.0042862750395449,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_33.jpg
76,65536000.0,coco,indoor,gabor,,green,34,0.0113437724673759,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_34.jpg
77,65536000.0,coco,indoor,gabor,,green,35,0.0027612300926358,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_35.jpg
78,65536000.0,coco,indoor,gabor,,green,36,0.0040847762174508,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_36.jpg
79,65536000.0,coco,indoor,gabor,,green,37,0.0060652359682092,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_37.jpg
80,65536000.0,coco,indoor,gabor,,green,38,0.0056476295736392,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_38.jpg
81,65536000.0,coco,indoor,gabor,,green,39,0.0039712181914671,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_39.jpg
82,65536000.0,coco,indoor,gabor,,green,40,0.0027898416215053,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_40.jpg
83,65536000.0,coco,indoor,gabor,,green,41,0.0077888121813722,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_41.jpg
84,65536000.0,coco,indoor,gabor,,red,0,0.0076500698845668,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_0.jpg
85,65536000.0,coco,indoor,gabor,,red,1,0.0055173459086666,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_1.jpg
86,65536000.0,coco,indoor,gabor,,red,2,0.006485854019114,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_2.jpg
87,65536000.0,coco,indoor,gabor,,red,3,0.0072127232240308,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_3.jpg
88,65536000.0,coco,indoor,gabor,,red,4,0.005809800424967,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_4.jpg
89,65536000.0,coco,indoor,gabor,,red,5,0.0075825897421789,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_5.jpg
90,65536000.0,coco,indoor,gabor,,red,6,0.0102960531156491,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_6.jpg
91,65536000.0,coco,indoor,gabor,,red,7,0.0047392580928075,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_7.jpg
92,65536000.0,coco,indoor,gabor,,red,8,0.0031477884383837,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_8.jpg
93,65536000.0,coco,indoor,gabor,,red,9,0.0048136564535794,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_9.jpg
94,65536000.0,coco,indoor,gabor,,red,10,0.0044400043418066,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_10.jpg
95,65536000.0,coco,indoor,gabor,,red,11,0.0043268466936743,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_11.jpg
96,65536000.0,coco,indoor,gabor,,red,12,0.00549808962239,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_12.jpg
97,65536000.0,coco,indoor,gabor,,red,13,0.0094892141762173,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_13.jpg
98,65536000.0,coco,indoor,gabor,,red,14,0.0046689517616258,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_14.jpg
99,65536000.0,coco,indoor,gabor,,red,15,0.0062877601825972,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_15.jpg
100,65536000.0,coco,indoor,gabor,,red,16,0.0071106449059176,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_16.jpg
101,65536000.0,coco,indoor,gabor,,red,17,0.0068579688157823,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_17.jpg
102,65536000.0,coco,indoor,gabor,,red,18,0.0059672145794217,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_18.jpg
103,65536000.0,coco,indoor,gabor,,red,19,0.0042840925076698,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_19.jpg
104,65536000.0,coco,indoor,gabor,,red,20,0.0075096034481726,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_20.jpg
105,65536000.0,coco,indoor,gabor,,red,21,0.0044936587761379,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_21.jpg
106,65536000.0,coco,indoor,gabor,,red,22,0.0054947711033551,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_22.jpg
107,65536000.0,coco,indoor,gabor,,red,23,0.0064183739016187,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_23.jpg
108,65536000.0,coco,indoor,gabor,,red,24,0.0068611023963535,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_24.jpg
109,65536000.0,coco,indoor,gabor,,red,25,0.0056906396224384,0.0001677585889693,1,False,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_25.jpg
