,total_samples,dataset,subset,transform,orientation,channel,group,kstest_stat_best,kstest_stat_cutoff_0.05,beat_all_priors,pass,failure_category,failure_type,github_plot
468,65536000.0,coco,indoor,gabor,,red,40,0.002817908474008,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_40.jpg
469,65536000.0,coco,indoor,gabor,,red,41,0.008150683592226,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/red/plots/compare_cdf_pdf_layer_41.jpg
628,65536000.0,coco,outdoor,gabor,,blue,0,0.0060798376485868,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_0.jpg
629,65536000.0,coco,outdoor,gabor,,blue,1,0.0041145170199868,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_1.jpg
630,65536000.0,coco,outdoor,gabor,,blue,2,0.0048820520471568,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_2.jpg
631,65536000.0,coco,outdoor,gabor,,blue,3,0.0031215683298183,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_3.jpg
632,65536000.0,coco,outdoor,gabor,,blue,4,0.004256804673579,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_4.jpg
633,65536000.0,coco,outdoor,gabor,,blue,5,0.0094661534579657,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_5.jpg
634,65536000.0,coco,outdoor,gabor,,blue,6,0.0103032499844767,0.0001677585889693,1,False,borderline,other,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_6.jpg
635,65536000.0,coco,outdoor,gabor,,blue,7,0.0024427221359299,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_7.jpg
636,65536000.0,coco,outdoor,gabor,,blue,8,0.0020933568084184,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_8.jpg
637,65536000.0,coco,outdoor,gabor,,blue,9,0.0026412329912837,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_9.jpg
638,65536000.0,coco,outdoor,gabor,,blue,10,0.0023343287152373,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_10.jpg
639,65536000.0,coco,outdoor,gabor,,blue,11,0.0027958158671378,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_11.jpg
640,65536000.0,coco,outdoor,gabor,,blue,12,0.0060084523491576,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_12.jpg
641,65536000.0,coco,outdoor,gabor,,blue,13,0.0105511708439076,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_13.jpg
642,65536000.0,coco,outdoor,gabor,,blue,14,0.0038355079758393,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_14.jpg
643,65536000.0,coco,outdoor,gabor,,blue,15,0.004477814815617,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_15.jpg
644,65536000.0,coco,outdoor,gabor,,blue,16,0.0036512164316884,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_16.jpg
645,65536000.0,coco,outdoor,gabor,,blue,17,0.0035222557134531,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_17.jpg
646,65536000.0,coco,outdoor,gabor,,blue,18,0.0033459280831713,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_18.jpg
647,65536000.0,coco,outdoor,gabor,,blue,19,0.0046453091795309,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_19.jpg
648,65536000.0,coco,outdoor,gabor,,blue,20,0.0079063329226923,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_20.jpg
649,65536000.0,coco,outdoor,gabor,,blue,21,0.0036774834367169,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_21.jpg
650,65536000.0,coco,outdoor,gabor,,blue,22,0.0027618621790107,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_22.jpg
651,65536000.0,coco,outdoor,gabor,,blue,23,0.0043882995503828,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_23.jpg
652,65536000.0,coco,outdoor,gabor,,blue,24,0.0024750935023694,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_24.jpg
653,65536000.0,coco,outdoor,gabor,,blue,25,0.0023723293048689,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_25.jpg
654,65536000.0,coco,outdoor,gabor,,blue,26,0.0031255100920597,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_26.jpg
655,65536000.0,coco,outdoor,gabor,,blue,27,0.0070433318929461,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_27.jpg
656,65536000.0,coco,outdoor,gabor,,blue,28,0.003116921382348,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_28.jpg
657,65536000.0,coco,outdoor,gabor,,blue,29,0.0036556303296345,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_29.jpg
658,65536000.0,coco,outdoor,gabor,,blue,30,0.0034202601786834,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_30.jpg
659,65536000.0,coco,outdoor,gabor,,blue,31,0.0045244829287096,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_31.jpg
660,65536000.0,coco,outdoor,gabor,,blue,32,0.0031070570511074,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_32.jpg
661,65536000.0,coco,outdoor,gabor,,blue,33,0.0039580651069257,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_33.jpg
662,65536000.0,coco,outdoor,gabor,,blue,34,0.0101335048379008,0.0001677585889693,1,False,interesting_failure,other,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_34.jpg
663,65536000.0,coco,outdoor,gabor,,blue,35,0.001625057105855,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_35.jpg
664,65536000.0,coco,outdoor,gabor,,blue,36,0.0017810664249193,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_36.jpg
665,65536000.0,coco,outdoor,gabor,,blue,37,0.0034440320508183,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_37.jpg
666,65536000.0,coco,outdoor,gabor,,blue,38,0.0017352839639225,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_38.jpg
667,65536000.0,coco,outdoor,gabor,,blue,39,0.0014472520343729,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_39.jpg
668,65536000.0,coco,outdoor,gabor,,blue,40,0.0029713318251102,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_40.jpg
669,65536000.0,coco,outdoor,gabor,,blue,41,0.0078795965058482,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_41.jpg
670,65536000.0,coco,outdoor,gabor,,gray,0,0.0058036549224265,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_0.jpg
671,65536000.0,coco,outdoor,gabor,,gray,1,0.0033644556466261,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_1.jpg
672,65536000.0,coco,outdoor,gabor,,gray,2,0.0037844615703317,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_2.jpg
673,65536000.0,coco,outdoor,gabor,,gray,3,0.0034855220359674,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_3.jpg
674,65536000.0,coco,outdoor,gabor,,gray,4,0.0043944688204003,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_4.jpg
675,65536000.0,coco,outdoor,gabor,,gray,5,0.007967593531956,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_5.jpg
676,65536000.0,coco,outdoor,gabor,,gray,6,0.0093443148314814,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_6.jpg
677,65536000.0,coco,outdoor,gabor,,gray,7,0.0034304294011078,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_7.jpg
678,65536000.0,coco,outdoor,gabor,,gray,8,0.0021195174026024,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_8.jpg
679,65536000.0,coco,outdoor,gabor,,gray,9,0.0023340584266916,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_9.jpg
680,65536000.0,coco,outdoor,gabor,,gray,10,0.0018307950104297,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_10.jpg
681,65536000.0,coco,outdoor,gabor,,gray,11,0.0036663064951163,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_11.jpg
682,65536000.0,coco,outdoor,gabor,,gray,12,0.0053269706264221,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_12.jpg
683,65536000.0,coco,outdoor,gabor,,gray,13,0.0098110927799897,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_13.jpg
684,65536000.0,coco,outdoor,gabor,,gray,14,0.0039152159855209,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_14.jpg
685,65536000.0,coco,outdoor,gabor,,gray,15,0.0040435400940369,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_15.jpg
686,65536000.0,coco,outdoor,gabor,,gray,16,0.0039635152089955,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_16.jpg
687,65536000.0,coco,outdoor,gabor,,gray,17,0.0048224243353472,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_17.jpg
688,65536000.0,coco,outdoor,gabor,,gray,18,0.0033638288285845,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_18.jpg
689,65536000.0,coco,outdoor,gabor,,gray,19,0.0045120924505832,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_19.jpg
690,65536000.0,coco,outdoor,gabor,,gray,20,0.0075906319199607,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_20.jpg
691,65536000.0,coco,outdoor,gabor,,gray,21,0.0027991512768894,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_21.jpg
692,65536000.0,coco,outdoor,gabor,,gray,22,0.0026066278590979,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_22.jpg
693,65536000.0,coco,outdoor,gabor,,gray,23,0.002697901492073,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_23.jpg
694,65536000.0,coco,outdoor,gabor,,gray,24,0.0026186451440129,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_24.jpg
695,65536000.0,coco,outdoor,gabor,,gray,25,0.0026991106957534,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_25.jpg
696,65536000.0,coco,outdoor,gabor,,gray,26,0.0026436263697805,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_26.jpg
697,65536000.0,coco,outdoor,gabor,,gray,27,0.0067674830941044,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_27.jpg
698,65536000.0,coco,outdoor,gabor,,gray,28,0.0024476459458441,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_28.jpg
699,65536000.0,coco,outdoor,gabor,,gray,29,0.0036847825920055,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_29.jpg
700,65536000.0,coco,outdoor,gabor,,gray,30,0.0047950485345424,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_30.jpg
701,65536000.0,coco,outdoor,gabor,,gray,31,0.0044389704822284,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_31.jpg
702,65536000.0,coco,outdoor,gabor,,gray,32,0.0028033010427003,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_32.jpg
703,65536000.0,coco,outdoor,gabor,,gray,33,0.0049497958378411,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_33.jpg
704,65536000.0,coco,outdoor,gabor,,gray,34,0.0103619338096079,0.0001677585889693,1,False,interesting_failure,other,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_34.jpg
705,65536000.0,coco,outdoor,gabor,,gray,35,0.0019092263483904,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_35.jpg
706,65536000.0,coco,outdoor,gabor,,gray,36,0.0024864132646868,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_36.jpg
707,65536000.0,coco,outdoor,gabor,,gray,37,0.0032806022988717,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_37.jpg
708,65536000.0,coco,outdoor,gabor,,gray,38,0.0021971516569342,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_38.jpg
709,65536000.0,coco,outdoor,gabor,,gray,39,0.003249578531337,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_39.jpg
710,65536000.0,coco,outdoor,gabor,,gray,40,0.0029320227651122,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_40.jpg
711,65536000.0,coco,outdoor,gabor,,gray,41,0.0095224144267723,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_41.jpg
712,65536000.0,coco,outdoor,gabor,,green,0,0.0057433359315615,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_0.jpg
713,65536000.0,coco,outdoor,gabor,,green,1,0.0032599550516622,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_1.jpg
714,65536000.0,coco,outdoor,gabor,,green,2,0.0039340789684473,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_2.jpg
715,65536000.0,coco,outdoor,gabor,,green,3,0.0035364618282377,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_3.jpg
716,65536000.0,coco,outdoor,gabor,,green,4,0.0036674764296923,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_4.jpg
717,65536000.0,coco,outdoor,gabor,,green,5,0.0092540335448244,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_5.jpg
718,65536000.0,coco,outdoor,gabor,,green,6,0.0119517156665321,0.0001677585889693,1,False,borderline,other,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_6.jpg
719,65536000.0,coco,outdoor,gabor,,green,7,0.0040901234266159,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_7.jpg
720,65536000.0,coco,outdoor,gabor,,green,8,0.0022378758805031,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_8.jpg
721,65536000.0,coco,outdoor,gabor,,green,9,0.0027269351328989,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_9.jpg
722,65536000.0,coco,outdoor,gabor,,green,10,0.0027974833206566,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_10.jpg
723,65536000.0,coco,outdoor,gabor,,green,11,0.0036027707216912,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_11.jpg
724,65536000.0,coco,outdoor,gabor,,green,12,0.0073012057540284,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_12.jpg
725,65536000.0,coco,outdoor,gabor,,green,13,0.0098092088938721,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_13.jpg
726,65536000.0,coco,outdoor,gabor,,green,14,0.0039024457093479,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_14.jpg
727,65536000.0,coco,outdoor,gabor,,green,15,0.0037057909287955,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_15.jpg
728,65536000.0,coco,outdoor,gabor,,green,16,0.0054176702384519,0.0001677585889693,1,False,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_16.jpg
